Age,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Stress_Index,GPA,Semester_GPA,CGPA,Dropout,Internet_Access_Yes,Part_Time_Job_Yes,Scholarship_Yes,Semester_Year 2,Semester_Year 3,Semester_Year 4,Department_Business,Department_CS,Department_Engineering,Department_Science,Exam_Score,Absence_Rate,Academic_Performance,Dropout_Risk_Index
23,2,89,0,6,2,3,3,0,1,1,0,0,0,0,0,0,1,0,48.5,11,49.55,28.4
21,4,83,0,5,3,3,3,0,1,1,1,0,0,0,0,0,0,1,63.5,17,62.449999999999996,19.8
20,1,84,0,3,2,2,2,1,1,0,1,0,0,0,0,0,0,1,44.0,16,53.599999999999994,18.4
20,5,90,1,4,4,3,3,0,1,0,0,0,1,0,0,1,0,0,74.0,10,72.19999999999999,13.0
23,4,84,3,4,2,1,1,0,1,0,1,0,1,0,0,0,1,0,57.0,16,60.3,26.4
19,6,87,3,7,2,2,2,0,1,1,0,1,0,0,0,0,0,1,68.5,13,61.14999999999999,34.2
23,5,87,2,4,2,1,1,0,1,1,1,0,0,0,1,0,0,0,69.5,13,69.05,18.200000000000003
21,4,87,1,3,1,1,1,0,1,0,0,0,0,1,0,1,0,0,66.5,13,69.35,12.2
20,3,84,1,6,1,1,1,0,1,0,1,1,0,0,0,1,0,0,51.0,16,51.3,31.4
26,3,83,1,4,4,4,3,0,1,0,1,0,0,1,0,0,0,0,54.5,17,58.55,21.8
18,6,78,0,6,1,1,1,0,1,0,1,0,1,0,1,0,0,0,75.0,22,68.1,20.799999999999997
20,4,86,1,5,2,2,2,0,1,0,1,0,0,1,0,0,0,0,62.0,14,61.4,22.6
18,2,84,3,4,1,1,1,0,0,0,0,0,1,0,0,0,0,1,41.0,16,49.099999999999994,32.4
23,3,74,4,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,41.0,26,49.099999999999994,37.4
24,5,91,2,6,4,3,3,0,1,1,0,0,0,1,0,0,0,1,67.5,9,62.85,26.6
24,5,89,0,5,2,2,2,0,1,1,0,1,0,0,1,0,0,0,74.5,11,70.15,14.399999999999999
23,4,83,4,3,2,2,2,0,1,1,1,1,0,0,1,0,0,0,55.5,17,61.64999999999999,25.799999999999997
20,5,91,1,3,2,2,2,0,1,1,0,0,0,1,0,0,0,1,76.5,9,76.35,7.600000000000001
20,2,87,2,4,4,3,3,0,1,1,0,0,0,1,0,1,0,0,45.5,13,52.25,27.200000000000003
17,3,78,1,3,2,2,2,0,1,0,0,0,0,1,0,0,0,0,54.0,22,60.599999999999994,18.8
25,3,67,2,4,4,4,4,1,1,0,0,0,0,0,0,1,0,0,43.5,33,50.849999999999994,32.2
22,4,52,2,5,1,1,1,1,1,0,1,0,1,0,1,0,0,0,42.0,48,47.4,40.2
19,4,92,5,3,4,4,4,1,1,0,1,0,0,1,0,0,0,0,57.0,8,62.7,26.200000000000003
23,5,81,0,7,1,1,1,0,1,0,1,1,0,0,0,1,0,0,66.5,19,59.75,27.6
18,4,79,0,8,0,0,0,1,1,0,0,0,1,0,0,0,0,1,55.5,21,49.64999999999999,36.4
21,2,76,3,7,0,0,0,0,1,0,1,1,0,0,1,0,0,0,31.0,24,34.9,50.6
20,6,82,3,6,2,2,2,0,1,0,0,0,0,1,0,1,0,0,68.0,18,63.199999999999996,31.200000000000003
22,4,89,2,6,1,1,1,0,1,0,1,0,0,0,0,1,0,0,58.5,11,56.55,30.4
20,1,75,3,5,1,1,1,1,1,0,0,0,1,0,0,0,0,0,26.5,25,36.55,44.0
17,2,82,4,6,0,1,1,0,1,0,0,1,0,0,0,0,0,1,33.0,18,38.699999999999996,47.2
21,3,100,2,4,0,0,0,0,1,0,0,1,0,0,0,0,0,1,60.0,0,62.4,19.0
23,6,96,1,5,2,2,2,0,1,0,1,0,0,0,0,0,1,0,83.0,4,76.1,12.600000000000001
20,2,64,0,5,2,2,2,1,1,0,1,0,0,0,0,0,0,1,38.0,36,44.599999999999994,33.4
22,4,67,3,5,2,2,2,1,0,0,0,0,0,1,0,0,0,1,46.5,33,50.55,38.2
18,5,96,3,2,3,3,3,0,0,0,0,0,0,1,0,0,0,0,75.0,4,77.7,8.600000000000001
20,5,89,4,5,4,3,3,0,1,0,1,0,0,0,0,1,0,0,62.5,11,61.75,30.4
19,3,82,1,7,2,3,3,0,1,0,0,0,1,0,0,0,0,0,48.0,18,46.8,37.2
22,4,86,1,4,3,4,3,0,1,0,1,0,0,1,1,0,0,0,64.0,14,65.19999999999999,17.6
21,3,79,1,5,1,1,1,0,1,0,0,1,0,0,0,0,1,0,50.5,21,53.349999999999994,28.4
22,4,76,1,2,4,3,3,0,1,0,0,0,0,1,1,0,0,0,63.0,24,69.3,11.600000000000001
23,3,87,5,5,1,1,1,1,1,1,0,0,1,0,0,0,0,1,42.5,13,47.75,41.2
22,4,81,5,2,4,3,3,1,1,0,0,0,0,1,0,1,0,0,53.5,19,62.64999999999999,25.6
21,4,88,5,4,1,1,1,1,1,0,1,0,0,1,0,0,0,0,53.0,12,57.49999999999999,32.8
18,3,77,5,5,4,4,4,1,1,0,0,0,0,1,0,1,0,0,37.5,23,44.25,45.2
21,5,87,4,4,4,4,3,0,0,1,0,1,0,0,1,0,0,0,63.5,13,64.85,26.200000000000003
19,4,84,1,5,2,2,2,0,1,1,0,0,1,0,0,1,0,0,61.0,16,60.699999999999996,23.4
20,4,71,2,5,2,2,2,0,0,0,0,0,1,0,0,1,0,0,51.5,29,54.05,32.6
20,4,93,1,5,1,1,1,0,1,1,1,0,1,0,0,1,0,0,65.5,7,63.849999999999994,19.8
18,3,70,2,5,1,1,1,0,1,1,1,0,0,1,0,0,0,1,43.0,30,48.099999999999994,36.0
17,5,92,0,2,4,3,3,0,0,0,0,0,1,0,0,0,1,0,82.0,8,82.6,0.0
19,4,85,2,5,4,4,3,0,0,0,0,0,1,0,1,0,0,0,58.5,15,58.949999999999996,27.0
21,4,87,4,1,3,4,3,0,1,0,0,1,0,0,0,0,1,0,61.5,13,70.64999999999999,14.2
18,3,78,2,4,1,1,0,0,1,0,1,0,0,1,0,0,0,0,49.0,22,54.699999999999996,27.799999999999997
21,3,79,3,8,0,0,0,1,1,0,1,0,0,1,0,0,1,0,38.5,21,37.75,51.4
25,4,82,2,7,0,0,0,0,1,0,0,1,0,0,0,0,0,1,53.0,18,50.3,38.2
23,2,71,2,2,1,1,1,0,1,0,0,0,0,1,0,0,0,1,41.5,29,54.25,23.6
24,4,86,3,4,1,2,2,0,1,1,0,0,0,1,0,0,1,0,58.0,14,60.99999999999999,25.6
21,4,79,3,5,2,2,2,0,1,1,0,1,0,0,1,0,0,0,52.5,21,54.75,33.4
23,2,65,1,6,1,1,1,1,1,0,0,0,0,0,0,1,0,0,33.5,35,39.05,42.0
19,5,97,2,7,3,3,3,0,1,0,1,0,0,0,0,0,0,0,68.5,3,61.14999999999999,29.200000000000003
19,5,84,2,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,60.0,16,52.8,39.4
17,5,84,1,3,1,1,1,0,1,1,1,0,1,0,0,0,0,1,73.0,16,73.89999999999999,10.399999999999999
23,3,76,0,5,3,3,3,0,1,0,0,0,0,1,0,0,0,1,52.0,24,54.4,25.6
24,4,69,1,5,4,4,4,1,1,1,0,1,0,0,0,0,0,1,53.5,31,55.449999999999996,29.4
19,3,87,3,6,2,2,2,0,1,1,0,0,0,1,0,0,1,0,46.5,13,48.15,38.2
20,4,70,2,6,4,4,4,0,1,0,0,0,0,0,0,1,0,0,49.0,30,49.9,38.0
19,3,86,2,5,2,3,3,0,1,0,1,0,0,1,0,0,0,0,51.0,14,53.699999999999996,29.6
21,4,73,0,6,0,0,0,0,1,1,1,0,0,1,0,1,0,0,56.5,27,55.15,28.799999999999997
23,4,71,3,3,1,1,1,0,1,1,0,0,0,1,0,0,0,1,52.5,29,59.55,26.6
17,2,75,2,3,1,0,0,0,1,1,0,1,0,0,1,0,0,0,41.5,25,51.849999999999994,27.0
21,3,98,1,3,4,4,4,0,1,0,1,1,0,0,0,0,0,1,64.0,2,67.6,10.8
20,5,88,1,6,3,4,4,0,1,0,0,0,0,0,0,0,1,0,69.0,12,63.9,23.799999999999997
21,8,81,1,7,1,1,1,0,1,1,1,0,0,0,0,1,0,0,87.5,19,74.44999999999999,22.6
22,1,95,2,4,2,1,1,1,1,0,0,0,0,1,0,0,1,0,41.5,5,49.449999999999996,27.0
20,3,74,1,4,0,0,0,0,1,1,0,1,0,0,0,0,1,0,50.0,26,55.4,25.4
20,3,73,0,5,3,3,3,0,1,1,1,1,0,0,1,0,0,0,50.5,27,53.349999999999994,26.799999999999997
20,2,74,1,10,1,1,1,1,1,1,1,0,0,0,0,1,0,0,30.0,26,27.0,58.400000000000006
23,6,97,1,4,3,3,3,0,1,1,0,0,1,0,0,0,1,0,85.5,3,80.25,7.199999999999999
21,3,88,4,7,2,2,2,0,1,1,0,0,0,1,0,0,0,0,42.0,12,42.599999999999994,46.8
21,3,75,3,5,2,2,2,0,1,1,0,0,0,1,0,0,0,1,42.5,25,47.75,38.0
18,4,76,1,4,2,2,2,0,1,0,1,1,0,0,0,0,0,1,59.0,24,61.699999999999996,21.6
20,3,84,1,3,4,3,3,0,1,1,0,0,0,1,0,0,1,0,57.0,16,62.7,16.4
23,4,72,2,5,2,1,1,0,0,1,0,0,0,0,0,0,0,0,52.0,28,54.4,32.2
21,3,80,1,7,3,2,2,0,1,1,1,1,0,0,1,0,0,0,47.0,20,46.099999999999994,38.0
22,5,74,4,3,1,2,2,0,1,1,0,0,0,0,0,0,1,0,59.0,26,64.1,26.4
24,4,81,1,5,3,3,3,0,1,1,0,0,0,1,1,0,0,0,59.5,19,59.65,24.6
23,5,88,3,4,3,3,3,0,1,1,1,0,0,0,1,0,0,0,67.0,12,67.3,21.799999999999997
21,4,95,1,4,2,2,2,0,1,0,0,0,0,1,0,0,0,0,68.5,5,68.35,14.0
19,0,69,1,2,2,2,2,1,1,0,1,0,0,0,1,0,0,0,27.5,31,44.45,26.4
17,2,86,2,9,3,3,3,1,1,0,0,0,1,0,0,0,0,0,35.0,14,32.9,52.6
20,6,87,1,6,1,1,1,0,1,0,1,1,0,0,0,1,0,0,76.5,13,69.14999999999999,21.200000000000003
20,3,80,2,4,3,3,3,0,1,0,1,0,0,0,0,0,0,0,50.0,20,55.4,27.0
21,1,77,1,7,1,1,1,1,1,0,0,0,0,1,0,1,0,0,29.5,23,33.849999999999994,45.2
20,3,77,2,5,2,2,2,0,0,0,0,0,0,0,0,0,1,0,46.5,23,50.55,33.2
20,3,67,3,6,1,1,1,1,1,0,0,0,0,1,1,0,0,0,36.5,33,41.15,46.2
17,5,88,2,8,1,1,1,1,1,0,0,0,0,0,0,1,0,0,62.0,12,54.199999999999996,37.8
18,2,75,0,8,1,1,1,1,0,1,0,0,0,0,0,0,0,1,37.5,25,37.05,44.0
22,3,68,1,3,1,1,1,1,1,1,0,1,0,0,1,0,0,0,49.0,32,57.099999999999994,22.8
24,5,84,3,5,3,3,3,0,1,1,0,0,1,0,0,1,0,0,63.0,16,62.099999999999994,28.4
20,3,84,4,7,1,1,1,0,1,0,0,0,0,0,0,0,1,0,40.0,16,41.2,48.4
21,2,88,0,3,3,3,3,0,1,0,1,0,0,0,1,0,0,0,54.0,12,60.599999999999994,13.8
23,4,96,1,5,1,1,1,0,1,0,0,0,0,0,1,0,0,0,67.0,4,64.9,18.6
19,5,82,3,5,2,2,2,0,1,0,0,0,0,0,0,0,1,0,62.0,18,61.4,29.200000000000003
21,3,79,0,6,2,2,2,0,1,0,0,1,0,0,0,0,1,0,51.5,21,51.65,29.4
19,4,78,1,6,2,2,2,0,1,0,1,1,0,0,0,0,1,0,56.0,22,54.8,30.799999999999997
22,3,79,2,7,0,0,0,0,1,0,1,0,0,1,0,0,0,0,43.5,21,43.65,42.4
21,1,76,1,5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,33.0,24,41.099999999999994,35.6
21,5,78,3,3,2,2,3,0,1,1,0,1,0,0,0,0,0,1,64.0,22,67.6,20.799999999999997
19,2,76,1,4,2,3,3,0,1,0,0,1,0,0,0,0,1,0,43.0,24,50.5,27.6
22,4,73,1,5,2,2,2,0,1,1,0,0,0,1,0,0,1,0,55.5,27,56.849999999999994,27.799999999999997
25,4,95,2,4,3,3,3,0,1,0,0,0,1,0,0,0,0,0,65.5,5,66.25,18.0
18,5,93,0,6,2,2,2,0,1,0,0,0,1,0,1,0,0,0,74.5,7,67.75,17.799999999999997
20,3,67,4,2,2,2,2,1,1,0,0,0,0,0,0,1,0,0,41.5,33,54.25,30.200000000000003
21,3,84,2,4,2,2,2,0,1,0,1,0,0,1,0,1,0,0,52.0,16,56.8,25.4
22,5,81,2,7,3,3,3,0,1,0,0,0,0,0,0,0,0,0,60.5,19,55.55,35.6
19,3,83,1,6,0,0,0,0,1,1,0,0,1,0,0,1,0,0,50.5,17,50.949999999999996,31.799999999999997
17,3,70,1,4,2,2,2,0,1,0,0,0,0,0,0,0,1,0,48.0,30,53.99999999999999,27.0
24,1,67,0,3,0,0,0,1,1,1,1,1,0,0,0,0,0,1,35.5,33,47.65,25.200000000000003
22,4,81,1,8,1,1,1,1,1,0,0,0,0,1,0,0,1,0,53.5,19,48.24999999999999,39.6
17,5,79,3,6,2,2,2,0,1,1,0,0,0,0,0,0,0,1,58.5,21,56.55,35.4
19,2,77,1,4,3,3,3,0,0,1,0,0,0,0,0,0,0,1,43.5,23,50.849999999999994,27.200000000000003
24,3,80,0,5,2,3,3,0,1,0,0,0,1,0,1,0,0,0,54.0,20,55.8,24.0
24,3,86,3,7,2,2,2,0,1,1,0,0,0,0,0,0,0,0,44.0,14,44.0,43.6
23,4,89,2,3,4,3,3,0,1,0,1,0,0,1,1,0,0,0,64.5,11,67.95,15.399999999999999
20,4,74,4,3,1,1,1,0,1,0,0,0,1,0,0,0,0,0,51.0,26,58.5,29.4
21,4,74,2,5,3,4,3,0,1,0,0,0,1,0,0,0,0,0,53.0,26,55.099999999999994,31.4
20,3,83,2,3,2,2,2,0,1,1,0,0,0,1,0,0,0,1,53.5,17,60.25,20.8
23,4,76,0,5,2,2,2,0,1,1,0,0,1,0,1,0,0,0,60.0,24,60.0,22.6
19,1,80,2,4,2,2,2,1,1,0,0,0,0,0,0,0,0,0,34.0,20,44.199999999999996,33.0
19,5,83,0,1,4,3,3,0,1,0,0,0,1,0,0,0,0,0,79.5,17,83.25,0.0
23,6,71,1,5,2,2,2,0,1,0,0,0,0,1,0,0,1,0,70.5,29,67.35,22.6
20,4,64,0,6,1,1,1,1,1,0,0,0,0,1,0,0,1,0,52.0,36,52.0,32.4
24,3,100,1,9,2,2,2,1,1,0,0,0,0,1,1,0,0,0,53.0,0,45.49999999999999,40.0
19,4,84,0,6,4,3,3,0,1,0,0,0,1,0,0,1,0,0,62.0,16,59.0,24.4
20,2,73,5,3,3,3,3,1,1,0,0,1,0,0,0,1,0,0,31.5,27,44.849999999999994,39.8
19,2,64,2,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,34.0,36,44.199999999999996,36.4
21,4,93,1,5,1,1,1,0,1,0,0,1,0,0,0,0,1,0,65.5,7,63.849999999999994,19.8
17,4,74,1,6,2,1,1,0,1,0,0,1,0,0,0,1,0,0,54.0,26,53.4,32.4
19,4,74,5,7,1,1,1,1,1,1,1,0,0,0,0,0,1,0,40.0,26,41.2,53.400000000000006
17,4,76,1,5,1,2,1,0,1,0,1,0,1,0,0,0,0,1,57.0,24,57.9,26.6
22,7,83,0,5,0,0,0,0,1,0,0,0,0,1,1,0,0,0,87.5,17,79.25,10.8
22,4,87,1,5,2,2,2,0,1,1,0,0,0,1,0,0,0,0,62.5,13,61.75,22.200000000000003
17,3,79,2,7,2,2,2,0,1,0,0,0,1,0,0,0,0,0,43.5,21,43.65,42.4
23,4,73,2,4,2,2,2,0,1,0,0,0,0,0,0,0,0,1,54.5,27,58.55,26.799999999999997
26,3,100,2,6,1,1,1,0,1,0,0,0,0,1,1,0,0,0,56.0,0,54.8,29.0
21,2,78,0,5,2,3,3,0,1,0,1,0,0,1,0,0,0,1,45.0,22,49.5,27.799999999999997
19,7,82,3,3,4,3,3,0,1,0,0,1,0,0,0,0,0,1,82.0,18,80.2,13.200000000000003
27,2,70,2,5,1,1,1,0,1,1,0,0,0,1,0,0,0,1,35.0,30,42.5,39.0
18,4,86,1,5,1,1,2,0,1,0,0,1,0,0,0,0,1,0,62.0,14,61.4,22.6
21,3,90,2,5,3,3,3,0,1,0,0,1,0,0,0,0,1,0,53.0,10,55.099999999999994,28.0
21,3,75,1,4,0,0,0,0,1,1,0,0,0,1,1,0,0,0,50.5,25,55.74999999999999,25.0
24,4,67,0,8,1,1,1,1,1,1,0,0,1,0,0,0,0,0,49.5,33,45.449999999999996,41.2
21,3,78,1,6,3,3,3,0,1,1,0,0,0,0,0,0,1,0,48.0,22,49.199999999999996,33.8
19,3,97,0,3,3,4,3,0,0,1,0,0,1,0,0,0,0,0,66.5,3,69.35,7.199999999999999
18,3,76,1,5,1,2,2,0,1,0,0,0,1,0,0,1,0,0,49.0,24,52.3,29.6
20,3,100,3,6,2,2,2,0,1,1,0,0,1,0,0,1,0,0,53.0,0,52.699999999999996,33.0
18,2,77,1,5,1,0,0,0,1,1,1,0,1,0,1,0,0,0,41.5,23,47.05,32.2
21,3,67,5,6,0,0,0,1,1,1,0,0,0,1,0,0,0,0,30.5,33,36.949999999999996,54.2
19,3,77,0,5,3,3,3,0,0,0,0,1,0,0,0,0,0,0,52.5,23,54.75,25.200000000000003
17,3,67,1,5,3,4,4,1,1,1,0,1,0,0,0,0,1,0,44.5,33,49.15,33.2
23,3,76,1,5,2,2,2,0,0,1,1,0,1,0,0,0,0,0,49.0,24,52.3,29.6
19,5,85,1,6,1,1,1,0,1,1,1,0,0,1,1,0,0,0,67.5,15,62.85,25.0
18,3,78,2,4,3,3,3,0,0,1,0,0,0,0,0,0,0,1,49.0,22,54.699999999999996,27.799999999999997
20,5,90,3,5,2,3,3,0,1,1,0,0,1,0,1,0,0,0,66.0,10,64.19999999999999,26.0
21,6,77,5,5,2,1,1,1,1,0,0,0,1,0,0,1,0,0,61.5,23,61.05,36.2
17,3,70,4,4,0,1,1,0,1,1,0,0,1,0,0,0,0,1,39.0,30,47.699999999999996,39.0
21,4,83,0,6,3,2,2,0,1,1,0,0,0,1,1,0,0,0,61.5,17,58.65,24.799999999999997
18,4,80,3,6,3,3,3,0,1,1,0,0,0,0,1,0,0,0,51.0,20,51.3,38.0
24,4,81,3,1,4,3,3,0,0,0,1,0,1,0,0,0,1,0,61.5,19,70.64999999999999,12.600000000000001
22,1,71,5,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,18.5,29,30.95,53.6
20,5,84,0,8,3,3,3,1,1,0,0,0,0,1,0,0,0,0,66.0,16,56.99999999999999,31.4
19,3,93,2,8,2,2,2,1,1,0,1,0,0,0,0,1,0,0,48.5,7,44.74999999999999,41.8
20,5,71,3,6,0,0,0,0,1,0,1,0,0,1,0,0,1,0,54.5,29,53.75,38.6
22,3,66,1,7,1,1,1,1,1,0,1,0,0,0,0,1,0,0,40.0,34,41.2,43.6
20,5,69,5,5,1,2,2,1,1,0,1,0,0,1,0,0,0,0,49.5,31,52.65,42.4
20,4,81,3,6,2,2,2,0,1,0,0,0,1,0,0,0,0,1,51.5,19,51.65,37.6
21,4,69,2,5,2,2,2,1,1,0,0,0,0,0,0,1,0,0,50.5,31,53.349999999999994,33.4
19,4,84,3,5,3,3,3,0,1,0,1,0,1,0,0,1,0,0,55.0,16,56.5,31.4
20,3,84,6,8,2,1,1,1,1,1,1,0,0,1,1,0,0,0,32.0,16,33.199999999999996,61.400000000000006
17,3,84,1,7,1,1,1,0,0,0,1,0,0,0,0,1,0,0,49.0,16,47.5,36.4
23,4,100,3,4,2,2,2,0,1,0,0,1,0,0,0,1,0,0,65.0,0,65.9,20.0
21,4,67,1,8,0,0,0,1,1,1,0,0,0,1,0,0,0,1,46.5,33,43.349999999999994,45.2
19,3,68,0,5,0,1,0,1,1,0,1,0,0,1,1,0,0,0,48.0,32,51.599999999999994,28.799999999999997
25,5,92,1,6,2,1,1,0,1,1,0,0,1,0,0,0,0,1,71.0,8,65.3,22.200000000000003
21,3,86,3,5,1,2,2,0,0,0,0,1,0,0,1,0,0,0,48.0,14,51.599999999999994,33.6
18,4,91,0,6,1,2,2,0,0,0,0,0,0,0,0,0,0,0,65.5,9,61.449999999999996,21.6
22,5,65,4,6,1,2,2,1,0,0,1,0,1,0,0,0,0,0,48.5,35,49.55,45.0
21,4,71,5,7,1,0,0,1,1,0,0,1,0,0,0,1,0,0,38.5,29,40.15,54.599999999999994
21,3,89,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,51.5,11,56.449999999999996,27.4
20,5,80,4,7,3,3,3,0,1,1,0,0,0,1,0,0,0,1,54.0,20,51.0,44.0
22,6,92,1,1,4,2,2,0,1,0,1,0,0,1,0,0,0,1,89.0,8,89.89999999999999,0.0
20,4,78,3,4,1,1,1,0,1,1,0,0,0,0,0,0,0,1,54.0,22,58.199999999999996,28.799999999999997
22,1,80,0,3,2,2,2,1,1,0,0,1,0,0,0,0,0,1,42.0,20,52.2,20.0
17,3,100,0,6,2,2,2,0,1,0,1,0,0,0,0,0,1,0,62.0,0,59.0,21.0
20,5,73,0,7,2,2,2,0,1,1,0,0,0,1,1,0,0,0,62.5,27,56.95,30.799999999999997
24,3,87,3,5,3,3,3,0,1,1,0,0,0,0,0,0,0,0,48.5,13,51.949999999999996,33.2
19,4,69,3,7,0,0,0,1,1,0,1,0,1,0,1,0,0,0,43.5,31,43.65,47.4
19,3,75,4,4,1,1,1,0,1,1,1,0,0,1,0,0,0,0,41.5,25,49.449999999999996,37.0
20,5,87,0,3,3,3,3,0,1,1,1,0,0,0,0,0,1,0,77.5,13,77.05,5.199999999999999
18,4,70,0,6,1,1,1,0,0,0,1,0,0,0,0,0,1,0,55.0,30,54.1,30.0
17,3,89,0,7,1,0,0,0,1,0,1,0,0,1,0,1,0,0,54.5,11,51.349999999999994,30.4
20,5,80,2,5,1,1,1,0,1,0,0,0,0,1,0,0,1,0,64.0,20,62.8,26.0
21,5,74,0,8,1,1,1,1,1,0,0,0,0,0,1,0,0,0,61.0,26,53.49999999999999,35.4
20,4,81,3,6,2,2,2,0,1,0,1,0,1,0,1,0,0,0,51.5,19,51.65,37.6
20,4,77,4,6,2,2,2,0,1,0,0,0,0,1,1,0,0,0,46.5,23,48.15,43.2
21,8,76,2,4,3,3,3,0,1,0,1,1,0,0,0,0,0,1,88.0,24,82.0,13.600000000000001
23,2,78,3,3,2,2,2,0,1,1,0,0,1,0,0,1,0,0,40.0,22,50.8,29.799999999999997
20,3,70,1,5,2,2,2,0,1,1,1,0,0,1,0,0,0,1,46.0,30,50.199999999999996,32.0
19,4,67,2,8,1,1,1,1,1,0,0,1,0,0,0,0,0,0,43.5,33,41.25,49.2
20,5,65,4,5,1,1,1,1,1,0,1,0,1,0,0,0,0,0,50.5,35,53.349999999999994,40.0
22,3,86,3,4,2,3,3,0,1,0,0,0,0,0,0,0,0,1,50.0,14,55.4,28.6
24,5,85,1,3,1,1,1,0,1,0,0,0,0,1,0,0,0,0,73.5,15,74.25,10.0
19,3,75,2,6,1,1,1,0,1,0,0,0,0,1,0,0,0,1,43.5,25,46.05,39.0
21,4,81,1,3,3,4,4,0,1,1,0,0,0,0,1,0,0,0,63.5,19,67.25,14.600000000000001
21,5,93,2,6,1,1,1,0,1,0,1,0,0,1,0,0,0,0,68.5,7,63.55,25.799999999999997
18,4,77,4,5,2,2,2,0,1,0,0,0,0,0,0,0,0,0,48.5,23,51.949999999999996,38.2
21,5,79,1,5,3,3,3,0,0,0,0,1,0,0,1,0,0,0,66.5,21,64.55,22.4
17,5,97,2,6,2,2,2,0,1,0,1,0,0,1,0,0,0,1,70.5,3,64.94999999999999,24.200000000000003
17,3,85,0,3,3,3,3,0,1,1,0,1,0,0,1,0,0,0,60.5,15,65.14999999999999,12.0
21,2,89,3,5,3,3,3,0,1,0,0,0,0,1,1,0,0,0,41.5,11,47.05,35.4
20,3,87,1,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0,60.5,13,67.55,10.2
21,3,86,1,5,3,3,3,0,1,1,0,0,0,0,0,0,0,1,54.0,14,55.8,25.6
21,5,76,3,6,0,1,1,0,1,0,0,0,0,0,0,1,0,0,57.0,24,55.5,36.6
18,2,74,1,6,2,3,3,0,0,0,1,0,0,0,0,0,0,0,38.0,26,42.199999999999996,38.4
20,4,87,1,7,3,3,3,0,1,0,1,0,0,0,0,1,0,0,58.5,13,54.14999999999999,32.2
18,4,86,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,63.0,14,59.699999999999996,23.6
24,4,83,1,4,3,4,3,0,1,0,1,0,0,1,1,0,0,0,62.5,17,64.15,18.8
18,5,84,1,2,4,4,4,0,1,0,0,0,0,0,1,0,0,0,75.0,16,77.7,5.399999999999999
20,4,75,2,7,2,3,3,0,1,1,1,0,0,1,1,0,0,0,49.5,25,47.849999999999994,41.0
18,3,72,3,4,2,2,2,0,1,0,1,0,0,0,1,0,0,0,43.0,28,50.5,34.2
22,3,76,3,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,49.0,24,59.5,22.6
20,4,80,1,8,3,3,3,1,1,1,0,0,1,0,0,0,0,1,53.0,20,47.89999999999999,40.0
19,3,77,3,5,2,2,2,0,1,1,1,1,0,0,1,0,0,0,43.5,23,48.45,37.2
22,2,94,1,6,1,1,1,0,1,1,1,0,0,1,0,1,0,0,48.0,6,49.199999999999996,30.4
21,4,93,3,5,2,2,2,0,0,1,0,1,0,0,0,1,0,0,59.5,7,59.65,27.799999999999997
22,4,88,1,5,4,4,4,0,1,0,1,0,0,0,0,0,0,1,63.0,12,62.099999999999994,21.799999999999997
18,3,91,3,4,3,2,2,0,1,1,0,0,0,1,0,1,0,0,52.5,9,57.15,26.6
17,4,71,1,4,3,3,3,0,1,1,0,0,0,1,0,0,0,1,56.5,29,59.949999999999996,23.6
21,2,87,3,9,1,2,2,1,1,0,1,0,1,0,0,1,0,0,32.5,13,31.15,56.2
20,0,81,0,2,1,1,1,1,0,0,0,1,0,0,1,0,0,0,36.5,19,50.75,17.6
22,4,78,4,5,2,2,2,0,1,0,1,1,0,0,0,0,1,0,49.0,22,52.3,37.8
20,2,79,2,3,3,3,3,0,1,1,0,0,1,0,0,0,1,0,43.5,21,53.25,25.4
21,4,79,5,6,1,1,1,1,0,0,0,0,1,0,0,0,1,0,44.5,21,46.75,46.4
17,2,79,2,4,2,1,1,0,1,0,0,0,0,1,0,0,0,1,41.5,21,49.449999999999996,30.4
25,3,77,0,4,1,1,1,0,1,0,0,0,0,1,0,0,0,0,54.5,23,58.55,20.200000000000003
20,3,71,0,6,0,0,0,0,1,1,0,0,0,1,0,1,0,0,47.5,29,48.85,32.6
22,3,69,2,9,1,1,1,1,1,0,0,1,0,0,0,0,0,1,34.5,31,32.55,56.400000000000006
19,5,85,4,4,1,1,1,0,1,0,0,0,0,0,0,1,0,0,62.5,15,64.15,27.0
21,2,59,2,2,3,3,3,1,1,0,0,0,1,0,0,0,0,1,35.5,41,50.05,28.400000000000006
18,0,97,3,5,2,2,2,1,1,1,1,1,0,0,0,0,1,0,29.5,3,38.65,38.2
22,2,77,3,7,1,1,1,0,0,0,0,1,0,0,0,0,1,0,31.5,23,35.25,50.2
20,5,67,0,5,2,2,2,1,1,1,1,0,0,0,0,0,0,0,63.5,33,62.449999999999996,23.200000000000003
21,3,86,1,6,2,2,2,0,1,0,1,0,1,0,0,0,0,0,52.0,14,52.0,30.6
