Age,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Stress_Index,GPA,Semester_GPA,CGPA,Dropout,Internet_Access_Yes,Part_Time_Job_Yes,Scholarship_Yes,Semester_Year 2,Semester_Year 3,Semester_Year 4,Department_Business,Department_CS,Department_Engineering,Department_Science
23,4,88,2,3,3,3,3,0,0,1,0,0,1,0,0,0,0,0
20,3,81,1,4,1,1,1,0,1,1,0,0,0,0,0,0,0,1
19,3,78,0,5,2,2,2,0,1,0,0,0,0,0,1,0,0,0
19,4,87,3,5,3,2,2,0,1,0,0,1,0,0,1,0,0,0
18,4,89,3,5,0,1,1,1,0,1,0,0,0,1,1,0,0,0
20,5,78,3,7,1,0,0,0,1,1,1,0,0,1,0,1,0,0
23,2,72,1,5,2,2,2,1,0,1,0,0,0,0,1,0,0,0
19,4,95,4,5,3,4,3,0,1,1,0,0,0,1,0,0,1,0
21,2,80,1,7,2,2,2,1,1,0,0,0,0,1,0,0,0,1
19,3,66,2,7,0,0,0,1,0,0,1,1,0,0,0,0,0,1
20,4,78,3,6,1,1,1,0,1,0,0,0,0,1,1,0,0,0
17,5,85,2,8,0,0,0,1,1,0,0,0,0,0,0,0,0,1
20,3,81,2,3,2,2,2,0,1,0,1,0,0,1,0,0,0,0
20,2,81,3,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0
22,5,79,3,10,2,2,2,0,0,0,0,0,0,1,1,0,0,0
21,6,78,2,6,1,1,1,0,1,0,0,1,0,0,0,0,0,1
18,2,71,3,5,2,1,1,1,1,0,1,0,1,0,1,0,0,0
23,0,71,0,5,1,0,0,0,0,1,1,1,0,0,0,1,0,0
21,4,69,1,5,3,3,3,0,1,0,1,0,1,0,0,0,0,1
21,3,91,0,8,1,0,0,0,1,0,0,0,0,1,0,0,1,0
21,2,79,0,6,2,2,3,0,1,0,0,0,1,0,0,0,1,0
19,4,93,2,5,2,2,2,0,1,0,0,0,0,1,0,0,0,1
21,6,90,0,2,2,2,2,0,1,0,1,0,0,1,0,0,0,1
22,4,80,1,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0
17,5,87,2,5,2,2,2,0,1,1,0,0,0,0,0,0,0,0
19,4,85,1,5,3,2,2,0,0,0,0,0,0,0,0,0,1,0
20,4,78,1,7,1,0,0,0,1,0,0,0,1,0,0,0,0,0
21,6,64,4,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0
23,2,83,3,7,2,2,2,0,1,0,1,1,0,0,1,0,0,0
19,4,87,2,2,4,4,4,0,1,1,0,0,0,1,0,0,0,0
19,3,77,1,4,0,0,0,0,1,0,0,1,0,0,1,0,0,0
19,3,98,1,6,3,3,3,0,1,1,0,0,0,1,0,0,1,0
19,2,90,2,9,3,3,3,0,1,0,0,0,0,1,0,1,0,0
20,4,70,1,5,1,1,1,0,1,0,0,1,0,0,0,0,0,1
22,4,80,1,7,1,1,1,1,0,0,0,0,1,0,0,1,0,0
18,3,75,3,7,1,1,1,1,1,0,1,0,1,0,0,0,1,0
21,5,79,0,7,1,1,1,1,1,0,0,0,1,0,0,0,0,0
17,4,87,2,6,2,2,2,0,1,0,0,0,0,1,0,0,1,0
19,1,80,1,4,0,0,0,1,1,0,0,1,0,0,0,1,0,0
20,4,77,1,8,1,1,1,0,1,0,0,1,0,0,0,1,0,0
24,2,82,1,3,1,1,1,0,1,0,0,0,0,1,1,0,0,0
20,5,88,2,3,3,3,3,0,1,0,0,0,0,1,0,0,1,0
17,6,88,0,8,1,2,2,0,1,1,0,1,0,0,0,0,1,0
17,5,86,1,6,1,2,2,0,1,1,0,1,0,0,1,0,0,0
21,4,93,1,3,4,3,3,0,1,0,0,0,0,0,1,0,0,0
22,4,81,2,2,3,3,3,0,1,1,0,0,0,0,0,1,0,0
21,3,79,2,2,2,2,2,0,1,0,0,0,0,1,0,1,0,0
21,4,80,2,9,0,0,0,1,1,1,0,0,0,1,0,0,1,0
23,2,75,3,5,4,3,3,0,1,0,0,1,0,0,0,0,0,0
19,6,75,2,4,2,2,2,0,1,1,0,0,1,0,0,0,1,0
23,2,87,1,8,3,3,3,1,1,0,0,1,0,0,0,0,0,1
17,1,88,3,6,0,1,1,0,1,0,0,1,0,0,0,1,0,0
19,3,60,2,4,1,1,1,1,1,0,0,0,0,0,0,0,0,1
17,4,89,1,7,4,4,3,0,1,0,0,0,0,1,0,0,0,1
20,4,63,4,5,3,3,3,0,1,0,0,1,0,0,1,0,0,0
20,3,76,4,6,0,0,0,1,1,0,1,0,0,1,0,0,0,0
21,4,79,1,5,2,2,2,0,0,0,0,1,0,0,0,1,0,0
21,4,71,5,3,2,2,2,0,0,1,1,0,1,0,1,0,0,0
19,2,80,1,3,1,1,1,0,1,0,0,0,0,0,0,0,1,0
20,2,97,3,5,2,2,2,0,1,1,0,0,1,0,0,0,0,0
17,1,69,3,5,3,2,2,0,1,0,0,0,0,0,0,1,0,0
24,5,86,0,6,2,2,2,0,1,0,0,0,0,0,1,0,0,0
20,2,89,1,4,1,1,1,1,1,0,1,1,0,0,0,0,0,0
19,1,86,1,7,1,0,0,0,1,1,0,0,0,0,0,1,0,0
24,3,94,2,3,2,2,2,0,1,0,0,1,0,0,0,1,0,0
18,5,89,3,6,2,2,2,1,1,0,0,1,0,0,0,0,0,0
18,4,87,2,3,2,2,2,0,1,1,1,1,0,0,0,1,0,0
18,4,90,5,5,2,3,3,0,0,0,1,0,1,0,0,0,1,0
20,6,89,0,3,2,2,1,0,1,0,0,1,0,0,0,0,0,1
21,5,79,0,4,4,3,3,0,1,0,1,0,0,0,1,0,0,0
22,0,87,1,3,1,0,1,0,1,0,1,0,0,1,0,1,0,0
26,3,79,1,3,0,0,0,0,1,1,0,1,0,0,0,1,0,0
17,4,71,2,7,0,0,1,1,1,0,0,0,0,1,1,0,0,0
22,4,96,5,3,3,4,4,0,1,0,1,0,0,1,1,0,0,0
19,4,77,2,6,1,1,1,0,1,0,1,0,0,1,0,0,0,1
19,7,90,4,7,3,3,3,0,1,0,0,0,0,1,0,0,1,0
19,4,86,1,5,1,1,1,0,1,0,1,0,0,0,0,0,1,0
19,1,74,2,5,1,1,1,0,1,0,0,1,0,0,0,0,0,1
24,0,75,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1
22,5,85,1,2,3,2,2,1,1,1,0,0,0,1,0,0,1,0
21,3,85,3,3,2,2,2,0,1,1,1,0,1,0,0,0,0,1
24,2,79,5,3,3,3,3,0,1,0,1,0,0,1,1,0,0,0
17,3,69,0,6,1,1,1,0,1,0,0,0,1,0,0,0,0,0
18,3,88,1,3,4,4,4,0,1,0,0,0,1,0,0,0,0,1
17,3,58,0,5,1,1,1,1,1,1,0,0,0,1,0,0,0,0
19,1,84,0,5,0,0,0,1,1,1,0,0,1,0,0,0,0,0
21,4,91,2,5,3,2,2,0,0,0,0,0,1,0,0,0,0,1
21,4,67,3,5,2,2,2,0,1,0,1,0,0,1,0,0,1,0
21,4,83,1,7,1,1,1,1,1,1,0,0,0,1,0,0,1,0
17,3,78,0,6,2,3,3,0,1,1,0,0,1,0,1,0,0,0
22,4,83,3,6,1,1,1,1,1,0,1,0,0,0,1,0,0,0
21,4,89,2,4,3,3,3,0,1,1,0,0,1,0,0,1,0,0
22,1,71,1,6,2,2,2,0,1,1,1,0,1,0,0,0,0,0
17,2,80,1,6,1,1,1,0,1,1,0,0,0,1,0,0,0,1
21,4,80,1,5,3,3,3,0,1,0,0,0,0,0,0,0,0,0
18,3,66,4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0
20,5,86,1,5,2,2,2,0,1,0,1,0,0,0,0,0,0,1
22,2,95,2,9,1,1,1,0,1,0,0,1,0,0,0,0,0,1
21,4,87,2,5,2,2,2,0,1,0,1,0,0,0,0,0,0,1
19,6,83,1,8,2,1,1,0,1,1,1,0,0,0,0,0,1,0
21,3,89,3,2,2,3,3,0,1,0,1,0,0,0,1,0,0,0
17,2,77,0,5,1,1,1,0,1,0,1,0,0,0,0,0,0,0
23,3,74,4,7,2,2,2,0,1,1,1,0,0,0,0,0,0,0
20,5,86,2,6,3,3,3,0,1,0,0,1,0,0,0,1,0,0
23,3,83,2,6,2,2,2,0,1,1,0,0,0,1,0,1,0,0
19,4,84,2,4,3,3,3,0,1,0,0,0,0,0,0,1,0,0
19,4,75,3,7,0,0,0,1,1,0,0,0,1,0,0,0,1,0
19,4,70,2,2,2,1,1,0,1,0,1,0,0,1,0,1,0,0
22,4,73,3,5,1,0,0,1,1,0,1,0,0,0,0,1,0,0
19,4,75,2,5,1,1,1,0,1,0,0,0,1,0,1,0,0,0
22,5,65,3,4,1,1,1,0,1,0,0,0,1,0,0,0,1,0
20,4,85,0,5,3,4,3,0,1,0,0,1,0,0,0,0,1,0
17,5,71,0,2,2,1,1,0,1,1,0,1,0,0,0,0,0,1
19,3,71,2,3,3,2,2,0,1,1,1,0,1,0,0,0,0,1
18,3,79,3,7,1,1,1,1,1,1,0,0,1,0,0,1,0,0
21,7,74,0,5,3,3,3,0,1,1,0,1,0,0,1,0,0,0
18,4,54,1,5,4,4,4,0,1,1,0,0,1,0,0,0,1,0
23,5,70,4,7,1,1,1,1,1,0,1,0,0,0,1,0,0,0
20,2,86,2,8,0,0,0,0,1,0,1,1,0,0,0,1,0,0
20,4,79,2,8,2,2,2,0,1,0,0,0,0,0,1,0,0,0
22,3,69,0,2,3,3,3,0,1,1,0,0,1,0,0,0,0,0
23,6,93,0,8,1,1,1,0,1,0,0,0,0,1,0,1,0,0
21,3,76,1,3,4,3,3,0,1,0,1,0,1,0,0,1,0,0
19,3,86,1,6,1,2,2,0,1,1,0,0,1,0,0,0,1,0
17,4,81,5,6,2,3,3,0,1,0,0,0,0,0,1,0,0,0
19,2,82,1,8,0,0,0,1,1,1,1,0,1,0,1,0,0,0
19,4,82,4,6,1,1,1,1,1,0,0,0,1,0,0,0,0,0
21,3,71,0,6,1,1,1,0,1,1,0,0,0,0,0,0,0,1
20,4,100,2,4,3,4,4,0,1,0,1,1,0,0,0,0,1,0
22,3,75,3,2,1,0,0,0,1,0,1,1,0,0,0,0,1,0
19,6,88,1,3,1,1,1,0,1,0,0,0,0,1,0,0,0,0
20,4,75,1,8,2,2,2,1,1,0,0,0,1,0,1,0,0,0
23,2,73,1,5,1,1,1,1,1,0,1,0,1,0,0,0,0,1
21,2,93,4,8,0,1,1,0,1,1,0,0,0,0,0,0,0,1
20,3,94,1,4,1,1,1,0,0,1,0,1,0,0,0,0,1,0
19,4,85,1,5,2,1,1,1,1,1,0,0,0,1,0,0,0,1
19,5,88,0,5,2,2,2,1,0,1,0,0,0,1,0,0,0,0
19,3,72,2,7,1,1,1,0,1,0,1,0,1,0,0,0,0,0
19,3,87,3,5,4,4,4,0,1,0,0,0,0,0,0,0,0,0
22,4,87,2,5,1,2,2,0,1,1,1,0,0,1,1,0,0,0
20,7,85,1,7,1,0,0,0,1,0,0,0,0,0,0,0,0,1
18,3,95,0,1,2,2,2,0,1,1,1,0,0,0,0,0,1,0
24,6,63,2,5,3,2,2,0,1,1,0,0,0,0,0,0,0,0
21,3,80,1,2,2,2,2,0,1,0,0,0,0,0,0,0,1,0
17,5,93,2,5,3,4,3,0,1,1,0,1,0,0,1,0,0,0
20,2,73,2,4,2,2,2,0,1,1,0,0,0,0,0,0,1,0
21,5,87,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1
24,3,78,0,6,4,4,4,0,1,0,1,0,0,0,0,0,0,0
18,5,82,2,5,2,2,2,0,1,0,1,0,0,1,0,1,0,0
23,5,73,0,3,4,4,4,0,1,1,0,1,0,0,0,0,1,0
24,4,100,0,5,1,2,2,0,1,1,0,0,0,0,0,0,0,1
19,4,72,4,7,1,1,1,0,1,0,0,0,0,1,0,0,0,0
20,3,81,3,3,2,2,2,0,1,0,0,1,0,0,0,1,0,0
18,4,79,1,2,0,1,1,0,1,0,1,0,0,1,0,0,0,0
20,4,90,1,5,1,1,1,0,1,0,1,0,0,1,1,0,0,0
20,7,82,3,2,3,3,3,0,1,0,1,0,1,0,0,0,1,0
22,4,69,2,5,2,2,2,1,0,0,1,0,1,0,0,0,0,1
23,4,76,0,3,4,4,4,0,1,0,0,1,0,0,0,0,1,0
19,4,64,1,4,1,2,2,1,1,0,0,0,1,0,0,0,0,0
17,3,82,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21,3,96,1,1,3,3,3,0,1,1,1,0,0,0,0,1,0,0
21,4,80,2,7,1,1,1,0,1,0,1,0,1,0,0,0,0,0
21,3,84,2,8,3,3,3,1,1,1,0,0,1,0,0,0,0,1
20,2,90,3,8,1,1,1,1,1,0,0,0,1,0,0,0,0,0
21,3,76,3,8,1,2,2,1,1,1,1,0,1,0,1,0,0,0
24,4,90,1,9,1,1,1,1,1,0,0,1,0,0,0,1,0,0
21,3,97,2,5,1,1,1,1,0,1,1,0,0,1,0,0,0,1
20,5,67,1,7,2,2,2,0,1,0,1,0,0,1,1,0,0,0
19,4,91,0,5,1,1,1,0,1,1,0,1,0,0,0,1,0,0
20,6,70,5,6,3,3,3,0,1,0,1,0,0,0,0,0,0,0
24,7,75,0,5,3,3,3,0,1,1,0,0,0,1,1,0,0,0
20,3,91,2,2,2,2,2,0,1,0,0,0,1,0,0,0,0,1
21,2,84,1,2,3,3,3,0,1,1,0,1,0,0,0,0,0,0
19,2,78,4,8,0,0,0,1,1,0,0,0,0,0,0,1,0,0
23,3,99,3,5,1,1,1,0,0,0,0,0,1,0,0,1,0,0
25,5,79,1,8,1,1,1,0,1,0,0,1,0,0,1,0,0,0
22,4,90,1,5,3,3,3,0,1,1,0,0,0,0,0,0,1,0
21,4,79,2,3,1,1,1,1,1,0,1,0,0,1,1,0,0,0
21,3,85,2,5,1,1,1,1,1,0,1,0,1,0,1,0,0,0
17,3,85,2,6,1,1,1,0,1,0,1,0,0,1,1,0,0,0
22,4,82,3,8,1,1,1,1,1,1,1,0,0,0,0,1,0,0
21,5,70,2,5,2,2,2,0,0,1,1,0,1,0,0,1,0,0
21,5,84,2,6,1,2,2,1,0,0,0,0,0,0,1,0,0,0
19,1,77,2,5,3,2,2,0,1,1,0,0,0,1,0,0,0,1
20,4,78,2,8,1,1,1,1,0,0,0,1,0,0,0,0,0,1
20,4,86,1,8,3,3,4,0,1,0,1,1,0,0,0,1,0,0
23,3,86,3,4,3,3,3,0,1,1,1,0,0,0,1,0,0,0
20,3,76,3,6,4,3,3,0,1,0,0,1,0,0,0,0,0,0
25,4,83,1,3,2,2,2,0,1,0,0,0,1,0,0,0,0,0
21,4,82,2,7,2,1,1,0,0,1,0,0,0,0,0,0,0,1
18,3,75,2,4,1,1,1,1,1,1,0,0,0,1,0,0,0,0
20,6,75,0,4,3,3,3,0,1,0,0,0,1,0,0,0,0,1
19,4,75,3,1,3,3,3,0,1,1,0,0,0,1,0,0,0,1
17,3,81,2,7,0,0,0,1,1,0,0,0,0,1,0,1,0,0
24,4,79,2,5,2,2,2,0,1,0,1,0,0,0,0,1,0,0
22,4,83,3,6,0,0,0,1,1,0,0,0,1,0,0,0,1,0
22,4,75,2,7,2,2,2,0,0,0,0,0,1,0,1,0,0,0
21,5,80,1,4,4,3,3,0,1,0,1,0,1,0,0,0,1,0
18,3,81,0,3,3,3,3,0,1,0,0,0,0,0,1,0,0,0
19,4,84,2,6,2,2,3,0,1,1,0,0,0,1,0,0,0,0
22,2,93,2,7,2,2,2,0,1,1,1,0,0,0,0,0,0,1
18,5,90,1,6,1,2,2,0,1,1,0,0,0,0,0,0,1,0
17,4,81,0,8,1,1,1,1,1,0,0,0,0,1,1,0,0,0
20,2,69,2,6,0,1,1,1,1,0,0,0,0,0,0,0,1,0
20,3,77,0,6,0,0,0,0,1,0,0,1,0,0,1,0,0,0
21,4,89,2,7,0,1,0,1,1,0,1,0,1,0,1,0,0,0
22,5,81,4,5,3,3,3,0,0,0,0,1,0,0,0,0,0,1
22,5,71,1,3,2,2,2,0,1,1,0,1,0,0,0,0,0,0
21,5,80,4,5,1,2,2,0,1,0,0,0,1,0,0,0,1,0
23,4,78,2,6,3,2,2,0,0,0,1,1,0,0,1,0,0,0
17,4,92,0,4,4,4,4,0,1,0,0,0,1,0,1,0,0,0
22,3,77,0,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0
22,2,85,0,4,2,2,2,1,0,0,0,0,0,0,0,0,0,0
18,3,87,3,7,1,1,1,1,1,0,1,0,1,0,0,0,1,0
17,4,72,1,6,2,2,2,0,1,0,1,0,0,0,1,0,0,0
19,3,76,3,5,2,2,2,0,1,0,0,0,1,0,0,0,0,0
19,3,78,2,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0
22,4,83,3,6,2,2,2,0,1,0,0,0,0,0,0,0,0,0
19,5,77,1,5,2,1,1,0,1,0,0,0,0,1,0,0,0,0
19,4,71,3,6,2,2,2,0,1,1,1,0,1,0,0,0,1,0
19,3,73,1,10,0,0,0,1,1,1,0,0,1,0,0,0,1,0
23,2,89,0,6,2,3,3,0,1,1,0,0,0,0,0,0,1,0
21,4,83,0,5,3,3,3,0,1,1,1,0,0,0,0,0,0,1
20,1,84,0,3,2,2,2,0,1,0,1,0,0,0,0,0,0,1
20,5,90,1,4,4,3,3,0,1,0,0,0,1,0,0,1,0,0
23,4,84,3,4,2,1,1,0,1,0,1,0,1,0,0,0,1,0
19,6,87,3,7,2,2,2,0,1,1,0,1,0,0,0,0,0,1
23,5,87,2,4,2,1,1,0,1,1,1,0,0,0,1,0,0,0
21,4,87,1,3,1,1,1,0,1,0,0,0,0,1,0,1,0,0
20,3,84,1,6,1,1,1,1,1,0,1,1,0,0,0,1,0,0
26,3,83,1,4,4,4,3,0,1,0,1,0,0,1,0,0,0,0
18,6,78,0,6,1,1,1,1,1,0,1,0,1,0,1,0,0,0
20,4,86,1,5,2,2,2,0,1,0,1,0,0,1,0,0,0,0
18,2,84,3,4,1,1,1,0,0,0,0,0,1,0,0,0,0,1
23,3,74,4,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0
24,5,91,2,6,4,3,3,0,1,1,0,0,0,1,0,0,0,1
24,5,89,0,5,2,2,2,0,1,1,0,1,0,0,1,0,0,0
23,4,83,4,3,2,2,2,1,1,1,1,1,0,0,1,0,0,0
20,5,91,1,3,2,2,2,0,1,1,0,0,0,1,0,0,0,1
20,2,87,2,4,4,3,3,0,1,1,0,0,0,1,0,1,0,0
17,3,78,1,3,2,2,2,0,1,0,0,0,0,1,0,0,0,0
25,3,67,2,4,4,4,4,0,1,0,0,0,0,0,0,1,0,0
22,4,52,2,5,1,1,1,0,1,0,1,0,1,0,1,0,0,0
19,4,92,5,3,4,4,4,0,1,0,1,0,0,1,0,0,0,0
23,5,81,0,7,1,1,1,0,1,0,1,1,0,0,0,1,0,0
18,4,79,0,8,0,0,0,0,1,0,0,0,1,0,0,0,0,1
21,2,76,3,7,0,0,0,1,1,0,1,1,0,0,1,0,0,0
20,6,82,3,6,2,2,2,0,1,0,0,0,0,1,0,1,0,0
22,4,89,2,6,1,1,1,0,1,0,1,0,0,0,0,1,0,0
20,1,75,3,5,1,1,1,1,1,0,0,0,1,0,0,0,0,0
17,2,82,4,6,0,1,1,1,1,0,0,1,0,0,0,0,0,1
21,3,100,2,4,0,0,0,0,1,0,0,1,0,0,0,0,0,1
23,6,96,1,5,2,2,2,0,1,0,1,0,0,0,0,0,1,0
20,2,64,0,5,2,2,2,1,1,0,1,0,0,0,0,0,0,1
22,4,67,3,5,2,2,2,1,0,0,0,0,0,1,0,0,0,1
18,5,96,3,2,3,3,3,0,0,0,0,0,0,1,0,0,0,0
20,5,89,4,5,4,3,3,0,1,0,1,0,0,0,0,1,0,0
19,3,82,1,7,2,3,3,0,1,0,0,0,1,0,0,0,0,0
22,4,86,1,4,3,4,3,0,1,0,1,0,0,1,1,0,0,0
21,3,79,1,5,1,1,1,0,1,0,0,1,0,0,0,0,1,0
22,4,76,1,2,4,3,3,0,1,0,0,0,0,1,1,0,0,0
23,3,87,5,5,1,1,1,1,1,1,0,0,1,0,0,0,0,1
22,4,81,5,2,4,3,3,0,1,0,0,0,0,1,0,1,0,0
21,4,88,5,4,1,1,1,1,1,0,1,0,0,1,0,0,0,0
18,3,77,5,5,4,4,4,0,1,0,0,0,0,1,0,1,0,0
21,5,87,4,4,4,4,3,0,0,1,0,1,0,0,1,0,0,0
19,4,84,1,5,2,2,2,0,1,1,0,0,1,0,0,1,0,0
20,4,71,2,5,2,2,2,0,0,0,0,0,1,0,0,1,0,0
20,4,93,1,5,1,1,1,0,1,1,1,0,1,0,0,1,0,0
18,3,70,2,5,1,1,1,0,1,1,1,0,0,1,0,0,0,1
17,5,92,0,2,4,3,3,0,0,0,0,0,1,0,0,0,1,0
19,4,85,2,5,4,4,3,0,0,0,0,0,1,0,1,0,0,0
21,4,87,4,1,3,4,3,0,1,0,0,1,0,0,0,0,1,0
18,3,78,2,4,1,1,0,1,1,0,1,0,0,1,0,0,0,0
21,3,79,3,8,0,0,0,1,1,0,1,0,0,1,0,0,1,0
25,4,82,2,7,0,0,0,0,1,0,0,1,0,0,0,0,0,1
23,2,71,2,2,1,1,1,1,1,0,0,0,0,1,0,0,0,1
24,4,86,3,4,1,2,2,0,1,1,0,0,0,1,0,0,1,0
21,4,79,3,5,2,2,2,0,1,1,0,1,0,0,1,0,0,0
23,2,65,1,6,1,1,1,1,1,0,0,0,0,0,0,1,0,0
19,5,97,2,7,3,3,3,0,1,0,1,0,0,0,0,0,0,0
19,5,84,2,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17,5,84,1,3,1,1,1,1,1,1,1,0,1,0,0,0,0,1
23,3,76,0,5,3,3,3,0,1,0,0,0,0,1,0,0,0,1
24,4,69,1,5,4,4,4,0,1,1,0,1,0,0,0,0,0,1
19,3,87,3,6,2,2,2,0,1,1,0,0,0,1,0,0,1,0
20,4,70,2,6,4,4,4,0,1,0,0,0,0,0,0,1,0,0
19,3,86,2,5,2,3,3,0,1,0,1,0,0,1,0,0,0,0
21,4,73,0,6,0,0,0,1,1,1,1,0,0,1,0,1,0,0
23,4,71,3,3,1,1,1,1,1,1,0,0,0,1,0,0,0,1
17,2,75,2,3,1,0,0,1,1,1,0,1,0,0,1,0,0,0
21,3,98,1,3,4,4,4,0,1,0,1,1,0,0,0,0,0,1
20,5,88,1,6,3,4,4,0,1,0,0,0,0,0,0,0,1,0
21,8,81,1,7,1,1,1,1,1,1,1,0,0,0,0,1,0,0
22,1,95,2,4,2,1,1,0,1,0,0,0,0,1,0,0,1,0
20,3,74,1,4,0,0,0,1,1,1,0,1,0,0,0,0,1,0
20,3,73,0,5,3,3,3,0,1,1,1,1,0,0,1,0,0,0
20,2,74,1,10,1,1,1,0,1,1,1,0,0,0,0,1,0,0
23,6,97,1,4,3,3,3,0,1,1,0,0,1,0,0,0,1,0
21,3,88,4,7,2,2,2,0,1,1,0,0,0,1,0,0,0,0
21,3,75,3,5,2,2,2,1,1,1,0,0,0,1,0,0,0,1
18,4,76,1,4,2,2,2,0,1,0,1,1,0,0,0,0,0,1
20,3,84,1,3,4,3,3,0,1,1,0,0,0,1,0,0,1,0
23,4,72,2,5,2,1,1,1,0,1,0,0,0,0,0,0,0,0
21,3,80,1,7,3,2,2,0,1,1,1,1,0,0,1,0,0,0
22,5,74,4,3,1,2,2,0,1,1,0,0,0,0,0,0,1,0
24,4,81,1,5,3,3,3,0,1,1,0,0,0,1,1,0,0,0
23,5,88,3,4,3,3,3,0,1,1,1,0,0,0,1,0,0,0
21,4,95,1,4,2,2,2,0,1,0,0,0,0,1,0,0,0,0
19,0,69,1,2,2,2,2,0,1,0,1,0,0,0,1,0,0,0
17,2,86,2,9,3,3,3,0,1,0,0,0,1,0,0,0,0,0
20,6,87,1,6,1,1,1,0,1,0,1,1,0,0,0,1,0,0
20,3,80,2,4,3,3,3,0,1,0,1,0,0,0,0,0,0,0
21,1,77,1,7,1,1,1,0,1,0,0,0,0,1,0,1,0,0
20,3,77,2,5,2,2,2,0,0,0,0,0,0,0,0,0,1,0
20,3,67,3,6,1,1,1,0,1,0,0,0,0,1,1,0,0,0
17,5,88,2,8,1,1,1,1,1,0,0,0,0,0,0,1,0,0
18,2,75,0,8,1,1,1,0,0,1,0,0,0,0,0,0,0,1
22,3,68,1,3,1,1,1,0,1,1,0,1,0,0,1,0,0,0
24,5,84,3,5,3,3,3,0,1,1,0,0,1,0,0,1,0,0
20,3,84,4,7,1,1,1,0,1,0,0,0,0,0,0,0,1,0
21,2,88,0,3,3,3,3,0,1,0,1,0,0,0,1,0,0,0
23,4,96,1,5,1,1,1,0,1,0,0,0,0,0,1,0,0,0
19,5,82,3,5,2,2,2,0,1,0,0,0,0,0,0,0,1,0
21,3,79,0,6,2,2,2,1,1,0,0,1,0,0,0,0,1,0
19,4,78,1,6,2,2,2,0,1,0,1,1,0,0,0,0,1,0
22,3,79,2,7,0,0,0,1,1,0,1,0,0,1,0,0,0,0
21,1,76,1,5,0,0,0,1,1,0,0,0,0,0,0,1,0,0
21,5,78,3,3,2,2,3,1,1,1,0,1,0,0,0,0,0,1
19,2,76,1,4,2,3,3,0,1,0,0,1,0,0,0,0,1,0
22,4,73,1,5,2,2,2,0,1,1,0,0,0,1,0,0,1,0
25,4,95,2,4,3,3,3,0,1,0,0,0,1,0,0,0,0,0
18,5,93,0,6,2,2,2,1,1,0,0,0,1,0,1,0,0,0
20,3,67,4,2,2,2,2,0,1,0,0,0,0,0,0,1,0,0
21,3,84,2,4,2,2,2,0,1,0,1,0,0,1,0,1,0,0
22,5,81,2,7,3,3,3,1,1,0,0,0,0,0,0,0,0,0
19,3,83,1,6,0,0,0,0,1,1,0,0,1,0,0,1,0,0
17,3,70,1,4,2,2,2,0,1,0,0,0,0,0,0,0,1,0
24,1,67,0,3,0,0,0,0,1,1,1,1,0,0,0,0,0,1
22,4,81,1,8,1,1,1,0,1,0,0,0,0,1,0,0,1,0
17,5,79,3,6,2,2,2,0,1,1,0,0,0,0,0,0,0,1
19,2,77,1,4,3,3,3,0,0,1,0,0,0,0,0,0,0,1
24,3,80,0,5,2,3,3,0,1,0,0,0,1,0,1,0,0,0
24,3,86,3,7,2,2,2,0,1,1,0,0,0,0,0,0,0,0
23,4,89,2,3,4,3,3,0,1,0,1,0,0,1,1,0,0,0
20,4,74,4,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0
21,4,74,2,5,3,4,3,0,1,0,0,0,1,0,0,0,0,0
20,3,83,2,3,2,2,2,0,1,1,0,0,0,1,0,0,0,1
23,4,76,0,5,2,2,2,0,1,1,0,0,1,0,1,0,0,0
19,1,80,2,4,2,2,2,0,1,0,0,0,0,0,0,0,0,0
19,5,83,0,1,4,3,3,0,1,0,0,0,1,0,0,0,0,0
23,6,71,1,5,2,2,2,0,1,0,0,0,0,1,0,0,1,0
20,4,64,0,6,1,1,1,1,1,0,0,0,0,1,0,0,1,0
24,3,100,1,9,2,2,2,0,1,0,0,0,0,1,1,0,0,0
19,4,84,0,6,4,3,3,0,1,0,0,0,1,0,0,1,0,0
20,2,73,5,3,3,3,3,0,1,0,0,1,0,0,0,1,0,0
19,2,64,2,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0
21,4,93,1,5,1,1,1,1,1,0,0,1,0,0,0,0,1,0
17,4,74,1,6,2,1,1,0,1,0,0,1,0,0,0,1,0,0
19,4,74,5,7,1,1,1,1,1,1,1,0,0,0,0,0,1,0
17,4,76,1,5,1,2,1,0,1,0,1,0,1,0,0,0,0,1
22,7,83,0,5,0,0,0,1,1,0,0,0,0,1,1,0,0,0
22,4,87,1,5,2,2,2,1,1,1,0,0,0,1,0,0,0,0
17,3,79,2,7,2,2,2,0,1,0,0,0,1,0,0,0,0,0
